"id","name","longitude","latitude","lg_name","admin0_name","admin0_grid_id","admin1_grid_id","admin2_grid_id","admin3_grid_id","admin4_grid_id","admin5_grid_id","population","JPScale","LeastReached","PrimaryLanguageName","PrimaryReligion","PercentAdherents","PercentEvangelical","PeopleCluster","AffinityBloc","pg_unique_key"
122,"Romani, Balkan",3.09682,36.6211,"Sidi Moussa","Algeria",100385185,100385189,100385347,NULL,NULL,NULL,4500,1,"Y","Arabic, Algerian Spoken","Islam",0.090,0.090,"Romani","Eurasian Peoples","AG_14570_108397"
123,"Saharawi",-8.14638,27.6741,"NA (Zag)","Morocco",100241761,100241767,100241790,100241956,NULL,NULL,220000,1,"Y","Hassaniyya","Islam",0.005,0.005,"Arab, Hassaniya","Arab World","AG_14639_108512"
124,"Spaniard",2.98906,36.6955,"Draria","Algeria",100385185,100385189,100385335,NULL,NULL,NULL,600,3,"N","Spanish","Christianity",69.000,0.200,"Spanish","Eurasian Peoples","AG_15077_109534"
125,"Tuareg, Algerian",1.84671,28.1416,"Tamekten","Algeria",100385185,100385186,100385254,NULL,NULL,NULL,136000,1,"Y","Arabic, Algerian Saharan Spoken","Islam",0.009,0.009,"Tuareg","Arab World","AG_15226_109776"
126,"Tuareg, Tahaggart",6.3768,22.4817,"ZR Arlit","Niger",100253616,100253617,100253625,100253661,NULL,NULL,43000,1,"Y","Tamahaq, Tahaggart","Islam",0.000,0.000,"Tuareg","Arab World","AG_15608_110233"
127,"Turk",2.96291,36.6998,"Douera","Algeria",100385185,100385189,100385334,NULL,NULL,NULL,3500,1,"Y","Turkish","Islam",0.000,0.000,"Turkish","Turkic Peoples","AG_18274_113818"
128,"Americans, U.S.",-170.8,-14.31,"Fagamalo","American Samoa",100002800,100002804,100002817,100002872,NULL,NULL,1000,5,"N","English","Christianity",91.500,31.000,"Anglo-American","North American Peoples","AQ_15741_110448"
129,"Deaf",-170.744,-14.3164,"Mesepa","American Samoa",100002800,100002804,100002820,100002891,NULL,NULL,300,3,"N","Language unknown","Christianity",95.100,0,"Deaf","Deaf","AQ_19007_114916"
130,"Euronesian",-170.799,-14.3247,"Asili","American Samoa",100002800,100002804,100002817,100002870,NULL,NULL,3800,5,"N","English","Christianity",96.000,26.000,"Pacific Islanders, other","Pacific Islanders","AQ_11165_102966"
131,"Filipino, Tagalog",-170.695,-14.282,"Fagatogo","American Samoa",100002800,100002801,100002806,100002829,NULL,NULL,700,5,"N","Tagalog","Christianity",98.000,12.000,"Filipino, Central","Malay Peoples","AQ_15175_109692"
132,"Japanese",-170.71,-14.2768,"Pago Pago","American Samoa",100002800,100002801,100002806,100002832,NULL,NULL,1000,1,"Y","Japanese","Buddhism",5.000,1.000,"Japanese","East Asian Peoples","AQ_12322_104189"
133,"Korean",-170.708,-14.2815,"Pago Pago","American Samoa",100002800,100002801,100002806,100002832,NULL,NULL,500,5,"N","Korean","Christianity",35.000,20.000,"Korean","East Asian Peoples","AQ_12795_105225"
134,"Samoan",-170.702,-14.2933,"Faganeanea","American Samoa",100002800,100002801,100002805,100002821,NULL,NULL,46000,5,"N","Samoan","Christianity",98.000,25.943,"Polynesian","Pacific Islanders","AQ_14676_108580"
135,"Tokelauan",-170.742,-14.2912,"Aasu","American Samoa",100002800,100002804,100002818,100002880,NULL,NULL,90,5,"N","Tokelauan","Christianity",95.000,30.000,"Polynesian","Pacific Islanders","AQ_15535_110132"
136,"Tongan",-170.742,-14.3132,"Mesepa","American Samoa",100002800,100002804,100002820,100002891,NULL,NULL,700,5,"N","Tongan","Christianity",96.100,22.000,"Polynesian","Pacific Islanders","AQ_15554_110155"
137,"British",1.51243,42.5464,"Lleida","Spain",100074576,100074582,100074623,NULL,NULL,NULL,900,4,"N","English","Christianity",69.000,3.000,"Anglo-Celt","Eurasian Peoples","AN_11140_102927"
138,"Catalonian",1.58293,42.5594,"Lleida","Spain",100074576,100074582,100074623,NULL,NULL,NULL,33000,3,"N","Catalan","Christianity",96.000,0.587,"Spanish","Eurasian Peoples","AN_11108_101896"
139,"Deaf",1.56222,42.5485,"Lleida","Spain",100074576,100074582,100074623,NULL,NULL,NULL,200,3,"N","Language unknown","Christianity",90.780,0,"Deaf","Deaf","AN_19007_114916"
140,"French",1.57874,42.5515,"Lleida","Spain",100074576,100074582,100074623,NULL,NULL,NULL,4500,3,"N","French","Christianity",76.000,0.200,"French","Eurasian Peoples","AN_11234_103059"
141,"German",1.49597,42.5101,"Les Valls de Valira","Spain",100074576,100074582,100074623,100074860,100080495,NULL,600,3,"N","German, Standard","Christianity",78.000,1.000,"Germanic","Eurasian Peoples","AN_11871_103305"
142,"Italian",1.52081,42.5079,"Les Valls de Valira","Spain",100074576,100074582,100074623,100074860,100080495,NULL,600,3,"N","Italian","Christianity",85.000,1.000,"Italian","Eurasian Peoples","AN_12273_104096"
143,"Moroccan, Arabic-speaking",1.4756,42.5347,"Les Valls de Valira","Spain",100074576,100074582,100074623,100074860,100080495,NULL,500,1,"Y","Arabic, Moroccan Spoken","Islam",1.000,0.699,"Arab, Maghreb","Arab World","AN_13819_106804"
144,"Portuguese",1.51245,42.5046,"Les Valls de Valira","Spain",100074576,100074582,100074623,100074860,100080495,NULL,12000,4,"N","Portuguese","Christianity",95.000,5.036,"Portuguese, European","Eurasian Peoples","AN_14449_108129"
145,"South Asian, general",1.53237,42.4806,"Les Valls de Valira","Spain",100074576,100074582,100074623,100074860,100080495,NULL,600,1,"Y","Hindi","Hinduism",1.000,0.300,"South Asia - other","South Asian Peoples","AN_19211_115527"
146,"Spaniard",1.60125,42.5486,"Lleida","Spain",100074576,100074582,100074623,NULL,NULL,NULL,23000,3,"N","Spanish","Christianity",89.000,0.839,"Spanish","Eurasian Peoples","AN_15077_109534"
147,"Afrikaner",13.5709,-15.2541,"Jau","Angola",100000364,100000374,100000463,100000816,NULL,NULL,2200,5,"N","Afrikaans","Christianity",97.000,35.000,"Germanic","Eurasian Peoples","AO_10168_100093"
148,"Ambo, Ndonga",21.4336,-17.2598,"Mucusso","Angola",100000364,100000369,100000414,100000664,NULL,NULL,39000,5,"N","Ndonga","Christianity",95.000,23.000,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_13289_107169"
149,"Bolo",15.1068,-10.2755,"Kalulo","Angola",100000364,100000371,100000436,100000727,NULL,NULL,5100,4,"N","Kibala","Christianity",65.000,7.000,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_10918_101570"
150,"British",15.7438,-12.7368,"Huambo","Angola",100000364,100000373,100000454,100000786,NULL,NULL,1200,4,"N","English","Christianity",70.000,7.000,"Anglo-Celt","Eurasian Peoples","AO_11140_102927"
151,"Cape Verdean",13.4558,-8.60325,"Barra do Dande","Angola",100000364,100000365,100000384,100000549,NULL,NULL,77000,4,"N","Kabuverdianu","Christianity",98.000,4.000,"Sub-Saharan African, other","Sub-Saharan Peoples","AO_11069_101838"
152,"Chinese, general",13.2234,-8.84398,"Maianga","Angola",100000364,100000375,100000478,NULL,NULL,NULL,50000,1,"Y","Chinese, Mandarin","Non-Religious",1.049,0.700,"Chinese","East Asian Peoples","AO_19206_115066"
153,"Chokwe",20.1683,-9.65336,"Saurimo","Angola",100000364,100000377,100000495,100000908,NULL,NULL,2101000,5,"N","Chokwe","Christianity",85.000,43.801,"Bantu, Central-South","Sub-Saharan Peoples","AO_11365_102181"
154,"Deaf",13.269,-8.82347,"Rangel","Angola",100000364,100000375,100000479,100000859,NULL,NULL,329000,3,"N","Language unknown","Christianity",94.090,0,"Deaf","Deaf","AO_19007_114916"
155,"Dhimba",13.6958,-16.5517,"Onkokwa","Angola",100000364,100000372,100000446,100000759,NULL,NULL,31000,5,"N","Dhimba","Christianity",70.000,25.000,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_11545_102579"
156,"English-Speaking, general",13.5539,-8.83726,"Cacuaco","Angola",100000364,100000375,100000474,NULL,NULL,NULL,24000,5,"N","English","Christianity",84.000,25.000,"Caucasian Peoples, general","Eurasian Peoples","AO_19208_101861"
157,"French",13.4217,-8.98723,"Viana Sede","Angola",100000364,100000375,100000482,100000869,NULL,NULL,7400,3,"N","French","Christianity",76.000,0.200,"French","Eurasian Peoples","AO_11234_103059"
158,"Gciriku",20.7608,-17.7655,"Dirico","Angola",100000364,100000369,100000414,100000663,NULL,NULL,24000,5,"N","Gciriku","Christianity",50.000,35.000,"Khoisan","Sub-Saharan Peoples","AO_11852_103280"
159,"Heikum",21.3016,-17.0192,"Mucusso","Angola",100000364,100000369,100000414,100000664,NULL,NULL,1600,4,"N","Haiom","Ethnic Religions",10.000,10.000,"Khoisan","Sub-Saharan Peoples","AO_14681_108589"
160,"Herero",14.9792,-16.7366,"Ombadja","Angola",100000364,100000372,100000449,NULL,NULL,NULL,24000,4,"N","Herero","Christianity",95.000,10.000,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_12085_103756"
161,"Holu",17.5774,-8.20931,"Luremo","Angola",100000364,100000376,100000487,100000882,NULL,NULL,54000,4,"N","Holu","Ethnic Religions",50.000,4.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_12116_103861"
162,"Hungu",15.06,-7.63,"Uige","Angola",100000364,100000381,100000539,100001051,NULL,NULL,853000,5,"N","Hungu","Christianity",93.000,30.000,"Bantu, Kongo","Sub-Saharan Peoples","AO_21843_118458"
163,"Kimbundu",15.0562,-8.10198,"Quitexe","Angola",100000364,100000381,100000536,NULL,NULL,NULL,7969000,5,"N","Kimbundu","Christianity",97.300,22.462,"Bantu, Northwest","Sub-Saharan Peoples","AO_13154_105927"
164,"Kongo",14.3043,-6.63077,"Madimba","Angola",100000364,100000382,100000541,100001056,NULL,NULL,3401000,5,"N","Koongo","Christianity",94.500,39.309,"Bantu, Kongo","Sub-Saharan Peoples","AO_12774_105179"
165,"Kongo, San Salvador",12.4804,-5.59758,"Cabinda","Angola",100000364,100000368,100000408,100000645,NULL,NULL,20000,5,"N","Kongo, San Salvador","Christianity",98.000,33.000,"Bantu, Kongo","Sub-Saharan Peoples","AO_12775_105180"
166,"Kung-Ekoka",14.3432,-7.28215,"Mabaia","Angola",100000364,100000381,100000526,100001012,NULL,NULL,7400,2,"N","Kung-Ekoka","Ethnic Religions",10.000,0.200,"Khoisan","Sub-Saharan Peoples","AO_12856_105420"
167,"Kung-Tsumkwe",20.8924,-17.7114,"Dirico","Angola",100000364,100000369,100000414,100000663,NULL,NULL,9800,4,"N","Ju'hoan","Ethnic Religions",10.000,10.000,"Khoisan","Sub-Saharan Peoples","AO_12857_105423"
168,"Kuvale",12.5,-15,"Namibe","Angola",100000364,100000380,100000521,100001000,NULL,NULL,92000,5,"N","Kuvale","Christianity",80.000,12.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_20990_117709"
169,"Kwandu",13.3139,-14.0467,"Camacuio","Angola",100000364,100000380,100000520,100000995,NULL,NULL,7900,5,"N","Kwandu","Christianity",85.000,30.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_21064_117895"
170,"Kwanyama",16.3414,-17.0314,"Shiede","Angola",100000364,100000372,100000448,100000765,NULL,NULL,747000,5,"N","Oshiwambo","Christianity",95.000,19.093,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_12914_105527"
171,"Kxoe, Xun",22.4119,-17.657,"Luiana","Angola",100000364,100000369,100000418,100000675,NULL,NULL,300,5,"N","Khwedam","Ethnic Religions",20.000,15.000,"Khoisan","Sub-Saharan Peoples","AO_10676_101038"
172,"Lali",32.5748,0.316111,"Nakivubo Shauliyako","Uganda",100356776,100356792,100356881,100357255,100359376,NULL,5200,5,"N","Laari","Christianity",95.000,30.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_12962_105602"
173,"Lingala",15.0539,-7.61154,"Uige","Angola",100000364,100000381,100000539,100001051,NULL,NULL,143000,5,"N","Lingala","Christianity",98.000,18.000,"Bantu, Central-Congo","Sub-Saharan Peoples","AO_13068_105785"
174,"Lozi",20.9366,-14.9887,"Kutuile","Angola",100000364,100000369,100000415,100000667,NULL,NULL,8600,5,"N","Lozi","Christianity",97.000,12.000,"Bantu, Sotho-Tswana","Sub-Saharan Peoples","AO_13127_105890"
175,"Luba-Lulua",20.7377,-8.42642,"Lucapa","Angola",100000364,100000376,100000490,100000890,NULL,NULL,73000,5,"N","Luba-Kasai","Christianity",84.000,18.000,"Bantu, Central-Luba","Sub-Saharan Peoples","AO_13134_105899"
176,"Luchazi",20.3776,-13.7131,"Sessa","Angola",100000364,100000379,100000517,100000986,NULL,NULL,639000,5,"N","Luchazi","Christianity",92.000,45.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13138_105903"
177,"Luimbi",17.4455,-11.4346,"Kaiei","Angola",100000364,100000367,100000405,100000636,NULL,NULL,108000,5,"N","Luimbi","Christianity",60.000,30.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13146_105915"
178,"Lunda",22.9098,-11.1888,"Kavungo","Angola",100000364,100000379,100000510,100000964,NULL,NULL,354000,5,"N","Lunda","Christianity",94.000,35.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13153_105926"
179,"Lunda, Ndembu",22.9098,-11.1888,"Kavungo","Angola",100000364,100000379,100000510,100000964,NULL,NULL,18000,5,"N","Lunda","Christianity",94.000,20.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13276_107155"
180,"Luvale, Lwena",20.1282,-12.0792,"Moxico","Angola",100000364,100000379,100000518,NULL,NULL,NULL,335000,5,"N","Luvale","Christianity",97.000,24.708,"Bantu, Central-South","Sub-Saharan Peoples","AO_13168_105947"
181,"Luyana, Kwangali",19.0454,-17.4303,"Cuangar","Angola",100000364,100000369,100000411,100000654,NULL,NULL,24000,5,"N","Kwangali","Christianity",90.000,12.000,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_12911_105524"
182,"Lwalwa",21.3733,-7.68337,"Kambulo","Angola",100000364,100000376,100000483,100000871,NULL,NULL,24000,4,"N","Lwalu","Christianity",94.000,5.000,"Bantu, Central-Luba","Sub-Saharan Peoples","AO_13167_105946"
183,"Masi",21.9007,-15.9581,"Neriquinha","Angola",100000364,100000369,100000418,100000676,NULL,NULL,4900,2,"N","Mashi","Ethnic Religions",25.000,0.500,"Khoisan","Sub-Saharan Peoples","AO_13569_106380"
184,"Mbangala",17.5767,-9.16974,"Xandele","Angola",100000364,100000378,100000508,100000957,NULL,NULL,675000,2,"N","Mbangala","Ethnic Religions",50.000,1.500,"Bantu, Central-South","Sub-Saharan Peoples","AO_13617_106459"
185,"Mbukushu",22.4891,-16.9492,"Shangombo","Zambia",100385027,100385037,100385109,NULL,NULL,NULL,15000,5,"N","Mbukushu","Ethnic Religions",50.000,17.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13639_106490"
186,"Mbunda",21.5984,-14.5909,"Ninda","Angola",100000364,100000379,100000517,100000985,NULL,NULL,320000,4,"N","Mbunda","Christianity",80.000,4.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13643_106495"
187,"Mbwela",18.1259,-13.3827,"Tempue","Angola",100000364,100000379,100000516,100000979,NULL,NULL,526000,5,"N","Mbwela","Christianity",80.000,27.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13645_106499"
188,"Mpinda",13.7656,-10.7361,"Porto Amboim","Angola",100000364,100000371,100000438,100000734,NULL,NULL,32000,4,"N","Mpinda","Ethnic Religions",20.000,8.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_21580_118384"
189,"Ndombe",13.3717,-12.965,"Kalahanga","Angola",100000364,100000366,100000388,100000572,NULL,NULL,49000,4,"N","Ndombe","Ethnic Religions",40.000,7.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13287_107167"
190,"Ngandyera",21.1928,-16.6359,"Luengue","Angola",100000364,100000369,100000415,100000668,NULL,NULL,30000,4,"N","Ngandjera","Christianity",70.000,3.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13339_107243"
191,"Ngendelengo",13.1741,-14.061,"Camacuio","Angola",100000364,100000380,100000520,NULL,NULL,NULL,1300,5,"N","Ngendelengo","Christianity",80.000,25.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_21063_117894"
192,"Nkangala",19.0292,-13.3949,"Tempue","Angola",100000364,100000379,100000516,100000979,NULL,NULL,52000,4,"N","Nkangala","Ethnic Religions",40.000,5.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13414_107352"
193,"Nkhumbi",14.1356,-15.4095,"Kihita","Angola",100000364,100000374,100000463,100000818,NULL,NULL,702000,3,"N","Nkumbi","Christianity",70.000,0.500,"Bantu, Central-South","Sub-Saharan Peoples","AO_13417_107355"
194,"Nyaneka",14.94,-15.9616,"Mukope","Angola",100000364,100000372,100000449,100000767,NULL,NULL,1067000,4,"N","Nyaneka","Christianity",90.000,8.000,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_14084_107538"
195,"Nyemba, Ngangela",17.9972,-15.6296,"Kueio","Angola",100000364,100000369,100000416,100000671,NULL,NULL,1004000,3,"N","Nyemba","Christianity",85.000,0.200,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_14092_107553"
196,"Ovimbundu, Umbundu",14.5182,-12.9344,"Ganda","Angola",100000364,100000366,100000395,100000596,NULL,NULL,7446000,5,"N","Umbundu","Christianity",96.600,26.955,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_15706_110393"
197,"Portuguese",13.2573,-9.32801,"Viana","Angola",100000364,100000375,100000482,100000868,NULL,NULL,2018000,3,"N","Portuguese","Christianity",95.000,0.400,"Portuguese, European","Eurasian Peoples","AO_14449_108129"
198,"Pygmy, Bakwe",14.2916,-6.07965,"Mbanza Congo","Angola",100000364,100000382,100000541,100001057,NULL,NULL,23000,4,"N","Koongo","Ethnic Religions",25.000,5.000,"Pygmy","Sub-Saharan Peoples","AO_10598_115249"
199,"Ruund",19.7644,-7.31907,"Lovua","Angola",100000364,100000376,100000486,100000879,NULL,NULL,241000,5,"N","Ruund","Christianity",96.000,20.000,"Bantu, Central-Luba","Sub-Saharan Peoples","AO_14604_108462"
200,"Sama",13.8713,-9.86931,"Muxima","Angola",100000364,100000365,100000386,NULL,NULL,NULL,59000,4,"N","Sama","Christianity",65.000,3.000,"Bantu, Central-Southwest","Sub-Saharan Peoples","AO_14668_108562"
201,"Simaa, Nyengo",22.4108,-17.1227,"Luiana","Angola",100000364,100000369,100000418,100000675,NULL,NULL,24000,4,"N","Nyengo","Ethnic Religions",50.000,4.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_14093_107555"
202,"Simaa-Makoma",21.9117,-14.2011,"Mussuma","Angola",100000364,100000379,100000517,100000984,NULL,NULL,3700,4,"N","Simaa","Ethnic Religions",36.000,8.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_13426_106096"
203,"Songo, Nsongo",16.7677,-10.4412,"Kapunda","Angola",100000364,100000378,100000503,100000936,NULL,NULL,219000,5,"N","Songo","Christianity",80.000,17.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_19052_116076"
204,"Spaniard",13.2604,-8.81159,"Patrice Lumumba","Angola",100000364,100000375,100000476,100000853,NULL,NULL,14000,3,"N","Spanish","Christianity",95.000,0.100,"Spanish","Eurasian Peoples","AO_15077_109534"
205,"Suku",16.6042,-6.99523,"Milunga","Angola",100000364,100000381,100000531,NULL,NULL,NULL,37000,4,"N","Suku","Christianity",90.000,3.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_15109_109586"
206,"Vasekela Bushman, Maligo",15.7421,-7.93095,"Kangola","Angola",100000364,100000381,100000524,100001007,NULL,NULL,14000,2,"N","Northwestern Kung","Ethnic Religions",20.000,2.000,"Khoisan","Sub-Saharan Peoples","AO_13454_116051"
207,"Yaka",16.6628,-6.69586,"Alto-Zaza","Angola",100000364,100000381,100000535,100001037,NULL,NULL,490000,5,"N","Yaka","Christianity",94.000,25.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_15953_110931"
208,"Yauma",20.512,-14.1932,"Muie","Angola",100000364,100000379,100000516,100000978,NULL,NULL,42000,4,"N","Yauma","Christianity",60.000,3.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_16005_111004"
209,"Yombe",12.5549,-4.78172,"Buco Zau","Angola",100000364,100000368,100000407,100000642,NULL,NULL,79000,4,"N","Yombe","Christianity",90.000,3.000,"Bantu, Central-South","Sub-Saharan Peoples","AO_16051_111088"
210,"Americans, U.S.",-63.0401,18.2388,"East End","Virgin Islands, U.S.",100367953,100367955,100367969,NULL,NULL,NULL,300,5,"N","English","Christianity",85.000,26.000,"Anglo-American","North American Peoples","AV_15741_110448"
211,"Antiguan, mixed",-63.0644,18.2306,"East End","Virgin Islands, U.S.",100367953,100367955,100367969,NULL,NULL,NULL,14000,5,"N","Leeward Caribbean English Creole","Christianity",92.900,36.311,"Afro-American, Northern","North American Peoples","AV_13862_106882"
212,"British",-63.0439,18.2297,"East End","Virgin Islands, U.S.",100367953,100367955,100367969,NULL,NULL,NULL,300,4,"N","English","Christianity",70.000,7.000,"Anglo-Celt","Eurasian Peoples","AV_11140_102927"
213,"Chinese, general",-63.0378,18.237,"East End","Virgin Islands, U.S.",100367953,100367955,100367969,NULL,NULL,NULL,300,4,"N","English","Buddhism",30.000,5.000,"Chinese","East Asian Peoples","AV_19206_115066"
214,"South Asian, general",-63.0537,18.2195,"East End","Virgin Islands, U.S.",100367953,100367955,100367969,NULL,NULL,NULL,100,2,"N","Hindi","Hinduism",31.000,2.000,"South Asia - other","South Asian Peoples","AV_19211_115527"
215,"Afro-Antiguan",-61.8296,17.128,"Anse-Bertrand","Guadeloupe",100131698,100131700,100131719,NULL,NULL,NULL,79000,5,"N","English","Christianity",94.900,24.627,"Afro-American, Northern","North American Peoples","AC_10348_100386"
216,"Americans, U.S.",-61.8386,17.1008,"Anse-Bertrand","Guadeloupe",100131698,100131700,100131719,NULL,NULL,NULL,11000,5,"N","English","Christianity",87.000,38.172,"Anglo-American","North American Peoples","AC_15741_110448"
217,"Antiguan, mixed",-61.7894,17.0805,"Anse-Bertrand","Guadeloupe",100131698,100131700,100131719,NULL,NULL,NULL,2700,5,"N","Leeward Caribbean English Creole","Christianity",93.000,12.000,"Afro-American, Northern","North American Peoples","AC_13862_106882"
